key_tempo;invoice_date;Ano;Mes;Dia;Trimestre
44d502393d40af83cdf3d93777004a67cb7203a51ddbdf2acc4c1372c6bc08bc;2018-07-15;2018;7;15;3
adeafe3e4623f6e4b68cddc635a3780a25fb193687bde55fbdf62357414319e1;2017-07-01;2017;7;1;3
4f924e65487116e9cae07b69ea4336cdf93a213394da3ee2954e04969fcecef8;2018-11-07;2018;11;7;4
d7fe002503f7ab766b535ddb31d2cd9f3dd7b3bfba336a9230e7e78e2301e5cb;2018-07-09;2018;7;9;3
f91eb0463bae164718ce9ba77e68d15dba7564d6e2fcece76793544ccc6e1979;2017-05-20;2017;5;20;2
d1cf2f424bf5ff1cf70ad02880171e0ca7c02995ffe86ed52e946dae7e210281;2017-06-23;2017;6;23;2
044ae1d4edf7eefb821e8cd45fb54c0cdb99fe10d5f0321855f5b4c65087e55f;2018-12-22;2018;12;22;4
e9d9a5036665a4f634741057a70cc888829eef8e6842e2874972baad838bdc0e;2017-03-12;2017;3;12;1
d7d7c25fc346c159a55fab95b630be2231360f81e4b2120cf86b39ec65cf3236;2017-08-02;2017;8;2;3
2a9721e928aea5112cee1b48ad8783408bd7d5818e23374a05d4e4b50a014d82;2017-08-10;2017;8;10;3
3c71d3fe02cb504e38680eb3e5e901fe3c8c1cf4864699c09c0b22d05827deea;2017-11-08;2017;11;8;4
fb979f57d38993beab56c1d5ed0ed86808a0112f7b006ea92249b6c40e880140;2019-03-21;2019;3;21;1
a3e76ce7a1b4702131fe679778c07fdfcd1413078f98ed7b80f9e9d9fb80d35d;2018-06-16;2018;6;16;2
aef576f2bdd52d3ea833da6d00d79f22c77450f5ea653ff5f4ebce13c2a04e5b;2017-06-02;2017;6;2;2
e276cc9d92d228ee0bf575c15635bb7a637a843eee7b651cb7d19f05065ea7d0;2019-02-17;2019;2;17;1
453d6b2878bab0b34ed78ac4a0dc31efbbafec447c28c27f8d9c0d11549fbad9;2019-02-06;2019;2;6;1
08c15cc1fbfe566dc4cc49b326466b733d275b9e45e038fd40c4565ebcaafe53;2017-09-16;2017;9;16;3
a6053c190fe9fa0f682c8113fa0e9c49770db33b557bc6960c71a9bf93237e87;2017-05-25;2017;5;25;2
5bb64b90fc0d7d7de1e65bf323ea12e7f1334f627114bdaf776c472ccb068c0a;2018-12-08;2018;12;8;4
9d76fcb03e9c9f1378da3682a931de56ba374af78d300d2ba179edebcc2b17a5;2018-01-03;2018;1;3;1
abded9099fe26dcf53f4f67d73e9786bda7d3249eb743b44e3d36907a6c0c5d4;2017-10-29;2017;10;29;4
2f0516da43f461a8af5acc544b516ffba45184d764a6360b34f7897a0cd21235;2018-06-30;2018;6;30;2
0dd06181d784a9b892169bdef1317352d2d8420c2b93925866631d7076d7299c;2017-01-25;2017;1;25;1
2329e1b50a7b2ea6cc04d331918fa2781011c043a43e194042be8cbf044b61e5;2018-05-23;2018;5;23;2
5a7a2a99467e0f2f72045d630f48d82e6e7f9394f9efdd1e3fca728df45b863a;2017-04-26;2017;4;26;2
0de02707d64f662860cb1d14884521dc2d88dce1c0330a8df57b60b826a6267c;2018-04-11;2018;4;11;2
e68e64457737625d78023bae2a5c235d71441e8c74cc7f8c121ab359c2ad93fa;2017-05-10;2017;5;10;2
e11a757ff446ce256ced032a1f9ad4a3240643a887c5b521e1d03797ced22ecf;2018-12-01;2018;12;1;4
4e3fc465cb9c98ac0eb6ed2074e58e794eb5600e41d5e5bd799e569d4c6d9dd8;2018-09-16;2018;9;16;3
1b9ef004b0838bde53ec03c328866359a21b242ab74760a58af23bede9675051;2018-10-08;2018;10;8;4
109fd7d1a5ba2887d7da673ebe3e9ec15995053fbfab2c927f9bf1ceebcfc412;2019-03-12;2019;3;12;1
548809be7c6e25d8a24e211861b1dc46079c5556c04235e014c8d406cf915c4c;2017-10-20;2017;10;20;4
f3412ea957167c79d773939f09cd7da9ff15320df567307c4af9b4caa02abe42;2018-07-30;2018;7;30;3
9b53bbbdfb77e885388472efec0fdacf505ef71ee08505ff59c258aeca7fd717;2019-02-27;2019;2;27;1
c0dbc316c2f429ef56c758307111fd33765742875d0930986c2a9ea7434b70d2;2018-06-05;2018;6;5;2
d01a70d9c84617c94b1e193e787b1c113d705847698fbbbc3d77b2e6c1a8bfe5;2018-04-30;2018;4;30;2
02f5ea1605ec5fecaa7bc936e0ab735b621a53ac5e88c08f0956746d1431e347;2018-10-06;2018;10;6;4
ebc50eb9c2df5062eb716b1f731c24c453aaac43d6f4a218414c74ad686390e4;2018-10-17;2018;10;17;4
f56915a561b8709d4067a86b99fb605d5e3d9abc1fade1201b76360eaed3e3fa;2017-10-11;2017;10;11;4
85471045f03cea12b775a42cc13a9a2427bf128e63afef67eb2db3bd6c0f1bd7;2017-05-04;2017;5;4;2
decd212d42389dfb728389f45eb91b7029d8506e6fcb1e7882e64779541194ab;2018-01-14;2018;1;14;1
c8b8a2ae41849ed26d41d917b08cc7ba5733c9eab65b23a21752688fbd3cc1ab;2018-09-12;2018;9;12;3
f8e38033bee39913630fad55deef2c1fbcd8fedabcef851dce33d08f429cc816;2019-02-10;2019;2;10;1
fc967625bf0fcf4de6e31c165ccd2f107a3734773e8480548ccfc31389d5602c;2018-03-06;2018;3;6;1
f782abb9280fab767239c6342a0f4c0ec347ca0b784b9e4d2bb7b3b34cb3ce72;2017-01-22;2017;1;22;1
029eaa3b8a1e292b0cb55ccd97b05fbae16e5255f972e17dabdf706285668ded;2018-09-03;2018;9;3;3
98e3ac89230a6d91c3d3dfbd6e18882d888611653f9209809b49e1ad51339ffd;2017-12-30;2017;12;30;4
44835a18a21427932b0c881717a50e7ef8db4b05279b35179b55c080fc569826;2017-11-22;2017;11;22;4
32866e9f645506a6e66edd697c44b32f071a40c0ea148d6ad72e601e3d58ed8f;2018-05-05;2018;5;5;2
09daf44b9b7f1c63b66af635bcc939d0de53058590413a6a4ac4723010f2bef4;2017-09-23;2017;9;23;3
d40c914aabc64ed4af0127e1c62873b3d08df2d1ba6a7d9122e19be4c50ccbe1;2017-05-27;2017;5;27;2
731cdc93fad7efcc2e49b5cf207d28a03c496d95c040d9b18564213d716adc00;2018-09-25;2018;9;25;3
3bbb63d5e3989068357b18d2e3dcf4a161b789ccbad0d633466ea304ddb2c65f;2018-12-09;2018;12;9;4
2a1369d36d37a089402fb370b6a9a4a87dd4cd0683c8dbe5df8f1ef2683649fe;2019-02-25;2019;2;25;1
f2ea67583f351be97e7d8c3b51cbcaba61ac4df6ebeca1bc519c481c3600535e;2018-10-15;2018;10;15;4
ce549f785259596b077d9a1b0901166c81b97bd10351f800031ac9ea805ff464;2018-04-07;2018;4;7;2
61cee32b36ee0b3017a7e24d40e85c6c8161a635264a3542759c30985675a1fc;2018-06-10;2018;6;10;2
bb4338a08770fa4f1f2a86ec188e7eaef1c6f68d43dcc9f4028acabb346511eb;2017-10-01;2017;10;1;4
6645b6f2f5b23807f3561f0274b4fc4c1ed1dbd1dee8314c1110efaab1ab3b86;2018-03-28;2018;3;28;1
8cfd3ae18ee49b73b2835b0174c8b9228e1f8bad5c087c0afe0b5e4fd6322e69;2017-07-29;2017;7;29;3
a0009755b66880f92269e7a4b33b0fc1464b4b8bc41c6038d87ec4eca27a4499;2018-05-02;2018;5;2;2
65355a53822db204730abe41e6a544e21611ca455939121afb266e8bb3b4ead3;2017-07-21;2017;7;21;3
e25b111ff13964563ebe2869263063cc97c2b0200e38efb647e750995388b5ee;2017-02-24;2017;2;24;1
4789455b84f67172ce390e2ab7d487ee76dbb1cdb3ccc7242aeb9dda39a3d670;2017-12-13;2017;12;13;4
e280eed912b000c4f0e6cb36f2aceb023bc6048a39b4e2fb43af4141f4cbf9c1;2018-01-30;2018;1;30;1
a8160f45e1cc891a2b5c9956b7f667f84be7951d0f457a0b5464440eb75d704e;2018-01-22;2018;1;22;1
a98d5a9f11ae9ff5a818c186567d9efa063e9e617f13061d560f24e6009937e7;2017-10-27;2017;10;27;4
2f7e94ab7e07e31b7eba9bbf7b81aae923500c91265b65f398d4711cbf799171;2018-12-17;2018;12;17;4
950dbdc960a9e25d656dfd5c15a5c8e16e6b12d2ee7e648c3468604905347587;2018-02-22;2018;2;22;1
f021dcb976004cefce67d7601c1a46d1b6a5891a02e7f444c1b00c92be85773b;2019-03-17;2019;3;17;1
262b112ee239c0fc3952272d91d1893beb1555c5d2a56e3276aeeacd6f1b067c;2017-04-22;2017;4;22;2
b3d530e6ae85581b709d5eb6045138420d3cc12971500672e27a0201abb768cc;2018-12-11;2018;12;11;4
c77d6e4af8f7826478db1576114b7bce510fd1c8a1a1b45f6732cc1d5fc6b0f1;2017-05-17;2017;5;17;2
60902123edaadc35becaa62a4b3b639d6f7c3630ddbadd853785fa309b187a8a;2017-07-13;2017;7;13;3
dd0d058b893677942933074baac98d5f6f992acf2083e1bb3f51368c9321b64f;2017-08-20;2017;8;20;3
51cd1f3230268df63bef61addd0f7777e8f27dabe92b8c1382bcd9fefcefbeea;2019-01-14;2019;1;14;1
4764ef368e033171177a919d6b60eb1ed9b427e55d65946b4333127da3f59d97;2018-05-01;2018;5;1;2
1cca724d7b541e5c912ef4fa5545edafa9bbe675f3e70c2d7b1bf3e722816543;2018-05-09;2018;5;9;2
1162014cc374f36fbff2f8e4d03a731bd4761127d5eb3f34a2f442d83f0ccf99;2018-04-10;2018;4;10;2
c57abc64b2292fcfd5f279de7e5134e8d0a4ac8c806d7341b5eac70447ed71c7;2018-05-08;2018;5;8;2
ac906039712ab4d175347e357d002bc9b6ad2cebc7a7532f43f92cf73cbd31da;2018-06-19;2018;6;19;2
989938988bdaee42910692e5af3eec481de6dc000d59e8a856153aa725cfc626;2017-06-11;2017;6;11;2
c41608e9c7c2dd3b9f4826c4d31a92c70fe059205f09ad4b560aaa71728ed655;2017-01-19;2017;1;19;1
58cf733592648fbfd2c733c1f2ed9f22ca98476b3de27b9822943b40f4429b65;2017-04-09;2017;4;9;2
e1bb0a9abcdb4c2096572bc65c8ed2c04244926a0fab8534f97069981a137648;2017-07-05;2017;7;5;3
04f05e0d5560fda7674f15cdfda18c5caac098ad8f4e9823776a44f1296a3c9e;2017-05-26;2017;5;26;2
50314309adbb1ee4d7c8d23df437d55bea37f438d0256ccb85bb6f0e33fb7cf0;2018-05-21;2018;5;21;2
793b3e4cdfa7cc42330549f7fba59c71072cfc5d655ceed3477a3b616baafef8;2018-08-18;2018;8;18;3
be0a1ea2441ef90a28814e1d2458fa1c8a6dce2f295a2a978eb79c7348066433;2018-06-28;2018;6;28;2
e4e39fdf3a5cf4433e27dd69006637eda6136e17eb7380e38203032a3749f48d;2018-01-11;2018;1;11;1
07181c4a8143d4d8ebb82b5ef38b335b308a2f5e8c6afed57e6b4a126896931f;2017-11-03;2017;11;3;4
f9f2b81b3cc1dc78d9e54da8af644a1786a6d26aff20cfd59cbcfc38e9df4c60;2018-12-29;2018;12;29;4
ee4df955efbe91001371386f6471cc1b26e8cef203d3310bd27819103b4fa631;2018-11-17;2018;11;17;4
9aeb5233f6da78bde05162c1626813c6e036d78f8e5fdd2e73628e1d10760391;2017-01-13;2017;1;13;1
bd3866c6bd703ea5f91ed42c1d18b2c54c36808f6df21890b830c061f41ace29;2017-07-30;2017;7;30;3
4f7dff7198e0e991f5822213c89117243255f1a99fd00fcf15de28e6a266ab32;2018-01-29;2018;1;29;1
c09ce45dd7f887e1f9ecaddf7f197a2bf7cd82a752dc442773191bbfe922fe40;2017-11-11;2017;11;11;4
56fc75f17d659ec39214b47c72868a0fbfb647fb4e48388122fc502142209084;2017-03-05;2017;3;5;1
3b77a473c1ce8bc45e02757f630a9033463b545c1a95affa7e7b72e0c322ab9a;2018-11-20;2018;11;20;4
02f1b42325fe89fae48b4ef7b710fe1e8c9fa74063ae1dfd12c6c2cfafc1d65b;2017-06-24;2017;6;24;2
bebd0ce2eac47d78732c6709b986c0a44d04d1abe555ca3d905abe7857d333c9;2019-01-27;2019;1;27;1
17c945485d6ad479301f4952c3e19d9a4c847df621cb91cef1a638acb44542aa;2018-09-11;2018;9;11;3
cfa252f50d78fd667cda2b5bd04b2fd6d4631b1a41a18267114009c0e22f5d07;2018-02-18;2018;2;18;1
18d5a9a1d96a1e024e1274aae40f5dcb36e23a25376fa117cf7b85b8e03c6cce;2018-12-05;2018;12;5;4
6b8bcb160b9830706d374560ca5146a6362c41014856d5600dccc85437341420;2018-07-25;2018;7;25;3
be9b61747bbcb842b681f58ce9eb8a4a22b104b314c3fd7b3c604737ada8a7f1;2017-02-22;2017;2;22;1
9fb8f21a1b69cb46cf31cd746038e3821af66e3b7fccdfcc9c5c37c842da232c;2017-04-19;2017;4;19;2
e81a241e952a0cb305ef358932a2943ef7ad17054e9caecb608763b79c23a900;2017-12-28;2017;12;28;4
9efd9260d65853e01976c1776b495045c224e5d208583548aa6d5f09afdafb19;2018-07-22;2018;7;22;3
dc57cf740e77b1d9ac6c0bc59ac9a27653c7840afc38c5bb28f22dd176c79fe2;2018-06-02;2018;6;2;2
fbd88368463beac7678ce84b90117e97e0e655236f86085de478b1ad0c8d3dce;2018-07-31;2018;7;31;3
b44bf88c09f94eb6756c599634f3275008f6600f4fb4ac6ba0e68d6976b50286;2017-11-04;2017;11;4;4
d58111c96876717bba8aca9cdbdc2b657961f19372e0c5b0f83816844fe57dec;2019-01-06;2019;1;6;1
f85cac456625ea9e37a6810c512b4ddd8a7cbb62e221a7d8eb0165d804a9c0f7;2018-12-12;2018;12;12;4
2b42a60e09d818d23563bac006cef2a44f25be6539cd3fdfc8d16e4ba6c7197c;2018-03-19;2018;3;19;1
e0b396fa67aeb1ae9a223f661f3eb9a52f9009f1e8a0a60fc036369d2880f71b;2017-09-14;2017;9;14;3
8c73c53532451e3ffecff2b4d52cf326b72127c857d8539de78a39aa516610d7;2018-12-04;2018;12;4;4
4404da40e0571e82d655c8defc5a3c0cff59f0f5ed657474f6db1c1d8d9fde40;2018-09-29;2018;9;29;3
2971be419c9912bb5061a4c4771cff53c115a7b442617c1f19b04a03b5fc1afc;2018-10-21;2018;10;21;4
8950bbf9e8fefa37fab89b467bb8b152b46653abb43ffbba300bf5897f7bbe22;2017-06-19;2017;6;19;2
2253057d1f63fd1aef4175e8133cddf728e2d8cc8d0b463917fb03b0032235ea;2019-01-21;2019;1;21;1
c92d8c198cdb93190cde522783b5c7a320c98e15b7634a9d5704d24c4ffacd13;2018-06-11;2018;6;11;2
7f8aabf2a1671d67888edcd9c015e20dc31e5590e54903e41ae9112970a6afe0;2018-02-19;2018;2;19;1
7572a52828c0191b914092d20d7f60338f011c9de2a348c0aeb6af8c35e513b6;2018-04-25;2018;4;25;2
f5d9125b2bce7b63f7b7c1824e4a7235e4b5743fde9b40d539e4ea7de927b047;2018-10-22;2018;10;22;4
591b3ebf95fe12567ce5f0a497d94c7775e0929e11f86fa6d9ef3d84b297c924;2019-01-03;2019;1;3;1
904d99e920b797461328d59fddf89d50f2a9c374b34d4d934c31bde03dc710b7;2018-07-16;2018;7;16;3
efe1ae9f04d6983dd5489d107343bf176cf3dd8feea503316d0e3a4fd82ec5c5;2017-09-30;2017;9;30;3
bd63c364a125998103349e19c0445a6d7eb5873e24c7f5176008248ba1296f3f;2018-09-02;2018;9;2;3
5539633120d075959d0f8118958ceafde61bd4e54366e59e3b2b1eaf3772a81b;2017-02-16;2017;2;16;1
616d81cc469d34e303176cea109486adcd1a9bdf502439b2fc21241993c627a6;2017-03-01;2017;3;1;1
0230444eb03f5fb9162dacfb8da5943af1b62e67e5da0353d378063338094220;2019-03-18;2019;3;18;1
bdcd73432a7de4d3c927049d2e0e3b2fdee5ffe8c9a3aa0c5c64796a29dd0b1e;2017-01-12;2017;1;12;1
c7d57f2f25901bd4fac7f051a0e16d6f6a0a4d5067ff6756dd530715c1f0eec1;2018-01-18;2018;1;18;1
3415d92bfaca3d1ecf1e3531facc50b580247cd2d08b791544e05734c4a4dedd;2018-08-19;2018;8;19;3
53452f3b38a20ce0de403f94e6143a91a9e01998c2a12c3068574994331f1ea6;2018-10-28;2018;10;28;4
3ba8c41ed309e435678a461a08cb06a5298d6e2d0fe214069cb1a2466e6f2433;2017-07-12;2017;7;12;3
e255260ac3823b7013e0c30d0171a33903584cd72b373c19479410d7dcb62bd7;2017-08-13;2017;8;13;3
440e41ba55c7d1525ee81786f07488641a2981d56eb0f19c1eb9c53bfbdba98e;2017-06-29;2017;6;29;2
9c41b0ad399a96f78f62370d84fc520a51fcc8a6b479ff344aa3f0dc0fcd6266;2018-09-23;2018;9;23;3
25dfca4e04009967a89b4ca456f9412e820f29147793e963dd4e77cfd83290ab;2017-05-05;2017;5;5;2
e419f1ee23f333691a42a331ebd6df54ea13772b80d0f0013b9cce14b3545616;2018-03-17;2018;3;17;1
8248b3a8f159a84b7df5e943595d3d24fdb218e243f9e01ccc667ec72fcd0ee8;2019-03-20;2019;3;20;1
6e256910a18bb649c966a344366cfecd3fa168f30d7a11a1c4da07dfe74d1284;2017-02-08;2017;2;8;1
5c48ab4bdaf3122bc78be2587040f5d3ef698b91da6aa73624d93e4da0858e04;2019-02-18;2019;2;18;1
e643c35cde5576756712cf9db367f2f5482e9e41d4027df34561625f42a352cf;2018-05-16;2018;5;16;2
2c6f618259b34e41bd30559552a8d679d37659a65465de1a457864fa6c912d09;2017-02-02;2017;2;2;1
471504d82032ce8c782c67caef8982f1fafc5b1378966fb7c425e4318858d960;2018-08-04;2018;8;4;3
fc85ade65bbf2d2b894bdcb22d27905dde81fcb4729ed1228f5d9a80a20e8456;2018-11-05;2018;11;5;4
dae39251402496152ad7e044da8f3d0c17d72737f691c30e6ed05ef60cfee1c9;2017-06-15;2017;6;15;2
9ba6308fa27e3c18697038c8320e65230a9abc9d2f65549afa7cefa6c819c9b2;2018-06-13;2018;6;13;2
ad030467f221aceaa68232da9041d69797d7b3bfaef4b9ff3d1f1e5d98823db5;2019-02-14;2019;2;14;1
d6b9899646032c9caed337feee3e9f176b48be6902243b4a0a77822e218ff9b2;2017-03-19;2017;3;19;1
f5a434e5430f5e2af95c45bb3fa1c237f4ddb2afbf13dc1e9555a88139e38a3c;2019-02-03;2019;2;3;1
940df98f708855b4d81bfc24803b3326473f9c351854b4c0c78df283057a3090;2018-07-02;2018;7;2;3
20ef54da2f2d7e9da7a86eddd6804dd3a1bccc8202bc3aac957500035abcd47c;2018-07-14;2018;7;14;3
c0fd60af404d430b4a557c1ecfc255c820c604b7b31f17e5b9294b88e71f9fe1;2018-03-05;2018;3;5;1
5fb48d522d35b4b4bc4720fe711e877fcfba46ec92de2350eb2efd10e8d939c7;2017-04-27;2017;4;27;2
720030bd381c2803d9154364123baed44881616854ef20aba90e3e3e2dc4271a;2017-06-25;2017;6;25;2
cdfa439de5d4958bf885a0b4ba85a859f5b70f593f2c5725108b8012d7f7019d;2017-11-02;2017;11;2;4
609adfa8229eb9140ff3d6daf82af2e85ce14c44fbf7afdaa50b7079e964f8a8;2018-03-21;2018;3;21;1
58e2c80bb27281dce04d195567eb74f0d99b34fc509fb6e4c60a720c4cd84242;2018-03-25;2018;3;25;1
47d8ebf309c1131189e905bef30d7d887a540cee10e10ef5758bde3d404442cb;2017-07-28;2017;7;28;3
5632577037cb07f9060b59e1d82907c7d1f7b8f58e4317ef4a867c883d2b9d50;2018-10-14;2018;10;14;4
ebaeb03d0849bd2257d2316ce7fbed4a88422eae78e46e4172359326f3460880;2018-03-24;2018;3;24;1
eb9bcad1ff7d36ee88ff15c4bc1dbbc3330d99d1e4b09a042e04a49fc334da52;2017-06-10;2017;6;10;2
92449f0db6b759039e612d7291f9e657544f6a5d382da7f9ffce7dca8655fbad;2017-10-08;2017;10;8;4
f9f6044a10aea5892aa43df484f168607daeddbde5d8b02f4bc62a61a11e11ee;2017-06-18;2017;6;18;2
1ce45c6f7052982bf4f6c83521d94bb6fe8ded8391e852bc3d19ebbf9a787729;2017-11-19;2017;11;19;4
04febc29e1760863681423a6bf4002311881792d5047f8cdee87b81167f02f8a;2018-09-15;2018;9;15;3
1ee8dd18f4976506bee2847a7a8f405793eacfcaf54ef505eb0fb2a3a0c0f54f;2018-12-30;2018;12;30;4
2342e03c2e686f01ebffc021e0c38b87ac505ceda679b13557480e5a129e9db5;2018-02-14;2018;2;14;1
503ad92e57aecc3c0f2ed2e31450167ff94cf6bdc443aa284d71172271ff61e0;2018-06-25;2018;6;25;2
1cb0a9013e5da66b036483902bdd27f495a982844e19ee6857f52b44c3bcf90c;2019-03-13;2019;3;13;1
f8c3da33ba0ba5fbd297b30b9f72eeb7ab0e18909c228c0e59bc7d8563d13674;2018-05-29;2018;5;29;2
c02c695610a484483ca63ba4dbc6ebcdfd0a7f76cc65c82335f3d9674cddc4fa;2017-10-07;2017;10;7;4
1df805f163b2820bc656dd7d80666a5e4ac5151ff32fc55fe0ddf068b7aae387;2018-06-03;2018;6;3;2
9dea5c62c3dba2fdc1d74ba4205fcf8bdc736b318d42b37816897eba046b39bd;2017-03-24;2017;3;24;1
ea63c52ef974c937368cf1536bcc93f295de41fed7b285f121d8f310594e06fe;2017-02-09;2017;2;9;1
b35d02fbc21b998fa4c2f575b35a60a569f291a54c736dfbb316a0660b230abd;2017-04-13;2017;4;13;2
ef0b82be02db160bc99aa4f63c26377019f614691edb793037c73b9845825a79;2018-10-10;2018;10;10;4
670d0fa8a372e0588f224d66cf61cb869b8d9d7661568d00e5870f93941579dd;2017-08-09;2017;8;9;3
8c332063485c5e30aa070e86697287b06a56ebe06407df90b171cbde154da4ef;2018-05-12;2018;5;12;2
2313633cf538c9414e98e4a7fa22dd2ada2febeb69b0999bc55b16cd2ad61de0;2018-03-18;2018;3;18;1
90476dce9fc13773d3c80a080ff7e32dea72c10da10772b7047e8f2a8dc536f7;2018-09-09;2018;9;9;3
ed633093c56bb128e84ef773639e06129e2070b11674fca54eb404a4b908f8e9;2019-01-13;2019;1;13;1
a014b56173c01552c5c67043d7ba867b23632df1adbf7cfa297209db1dfe883e;2017-05-06;2017;5;6;2
1ed2eff5e29cea50913a7f480a1bcd9dc14b07dda683b084fea69c9da84bfd9c;2017-01-26;2017;1;26;1
948d04ba99597c225033695d57cf39ba1e884b4217ea6988017528907c4424a2;2017-10-19;2017;10;19;4
fe0e006ff30c010efdc2b79ee445b5efc62b22daad12917624f0adf9af7a2004;2017-12-31;2017;12;31;4
2757b34883b6284daa921f938f30f737e079769278f99c4918d2565bdcd8d8b2;2017-08-31;2017;8;31;3
692fbe41a8e977676f6f3c3bf43de60416b99cd9aff1569ce0d43efd96f6ec48;2019-02-19;2019;2;19;1
3d95d1589d234e3d131e99204782aacba63ced6ce1e74923eaea31a61aed77ff;2018-04-15;2018;4;15;2
3bc9de75c879989a519b9f54b2e3b526d0068f9f360579ea1de8bb349733a71c;2018-11-19;2018;11;19;4
3e337b43bd9b11d725c3832cb0a8ce8cc4877da40465c53d1cdffb95b89a5b35;2018-10-13;2018;10;13;4
0973501571bb97db0b5c4cc3d0a2a67e3a47fc22c830dda85e2b2b1dd17bdf2b;2018-01-16;2018;1;16;1
566d8177aadd79efeaafe49bec6c04080d40565e2c698bd306a6cde2df019167;2018-08-20;2018;8;20;3
cd8b1b3c578a25d00f6703a292f61955e1a1d7e10d9c35dba797bdf0a50c849f;2019-03-10;2019;3;10;1
15dbfd25b909b855fee77f462b406ea0cf9b09daa5e572830a3f9fece1395bc8;2017-10-12;2017;10;12;4
9b04b5700d4912e5f4913012f3118313380a5bfe5280cdd3c3aa64eaeb811c2e;2017-12-02;2017;12;2;4
9a95b11e4293b731c8f7b910d5bed670cce6a2f0b464f3a33f2df18c90815b71;2018-12-31;2018;12;31;4
55d06f19010b89c8c9e39330ae56579756f7feb9b45f3e36ad35bbe514efa7e8;2018-11-25;2018;11;25;4
6939963102438fe3cc371de6bfbb03e33c4988b107d169045de694a64fc1b5df;2018-09-18;2018;9;18;3
dcdfd58378a778641790b7701951c30d92e72856ec34e4f42171b77697aa149f;2018-06-07;2018;6;7;2
4a328a2fae578cb5389c7ff53c69069b854635b3e637f75902c2815aea5f9c51;2018-08-25;2018;8;25;3
459b27072150e7ce737c4d237e2fdc364fe5493ccebe9ec9d687ebcbc54c0ca0;2017-05-14;2017;5;14;2
0e56d2856599a26ad6e8796af73bea38073e29fa10836cd1f56d622adaae9514;2018-07-24;2018;7;24;3
4add568796df25a4f2217c1f57f4981da37b7bf773fb16b6c5bea15e1c544ff1;2017-02-11;2017;2;11;1
e2e07d4368a28f7ddc5fde193bcb163596d1881399873dbed1b7b7a503fb50b2;2017-10-26;2017;10;26;4
2a71058da95712b1a071c0f7f0d4fc421b308dff6fa123b276a42f27de49c7f5;2018-08-11;2018;8;11;3
bf777ab01a2c4fea23750b7cbae6ec27174464db17f8e76799bde68f24574dc3;2018-04-09;2018;4;9;2
3a478e31dd103ecc7f257d8e16ed681c763da9975b6587efc4ac5d4aab07b0b5;2018-07-28;2018;7;28;3
33a0236389ea7c834e61996a69219b3eaa63fb7440a3bd91013d4445b8ea6d69;2018-06-21;2018;6;21;2
e79c407d66962ec8d82254680ba1659124971d6e75ef876789dead039224bcc0;2017-09-24;2017;9;24;3
c3ff4e25088201650092469192771daf580d7fec7a7244ca6bfd6b852545498d;2019-02-28;2019;2;28;1
61cea93de2ebb8b33e31d5418579bd9484e506a70a6731c23d6df93020375f37;2018-11-26;2018;11;26;4
01c45c61a0a32028f1ae271b52cad1b5d8e288a15d1d8e5a8b00f9ab7019c4d0;2019-02-12;2019;2;12;1
708c56fa3bb9c865c5b1d28ceb6d24a5ad907fa10d266f791c9f4400eca10c04;2018-01-05;2018;1;5;1
0607b213e0551273b55eda41613a5f41e7412ec2465965e2c2f8e8503518c5f5;2017-04-28;2017;4;28;2
118de7376c851abf3c616eafc89296c485ed778e6d49ee28128bc330c2ee259f;2018-05-28;2018;5;28;2
9c161a45a51ff763ab9d95c370b2354602528cd21c88596929d53929bf51f554;2018-05-13;2018;5;13;2
3701cb18440c214003e81f2f68a5cdf2f62145982e44c293f27a4e543c87b3f2;2018-09-04;2018;9;4;3
a449872b368e96c44e3cbdfdef53ec10a856b94e84a2dd2e82f5fe814fbffc9f;2018-06-04;2018;6;4;2
4afdf14d87c0497fc66f23aea1a182057f0951b5bd5d757bbafa8560dd6d3410;2017-02-19;2017;2;19;1
0ddd091b20c1e32aa3b40b58ed5a3a49252fdf6cc03604c34be0600c96138b2b;2018-09-22;2018;9;22;3
b29323cd4f522fb4766935c37899ae7c858d7fe99acb0d42598478e71cb0977d;2017-03-03;2017;3;3;1
18441bf2516a6d961c772699b2fcc427cf45cf5f71fc4eedf3be48ddc520ad64;2017-06-30;2017;6;30;2
af4928bb408f7f49204efdd402d8799a7fcaf6717bc100e4cb4a382bdbbc5b3a;2017-08-18;2017;8;18;3
74e40190ecf8856c52cd1d797ac774f5dc998ea8e2dc38ab17e4be0ebcaabb9d;2018-02-01;2018;2;1;1
4b5e83d4871ccf91ddd99522acbe82957e6e3ea6d1f9f0cb17e65e6f34fb3b57;2017-12-16;2017;12;16;4
e064765b1309950f0d06c387d547be0de2646aa55ebae4f2cfd640e827511061;2017-11-12;2017;11;12;4
2055e4bbaecff25031a021fc3301c579263b8f04704b092536468a38ae2f8197;2018-10-02;2018;10;2;4
f9ba5874530da61c9463c67191a038fc84f593ed48d3fafc8363f684416cce7c;2017-09-06;2017;9;6;3
add03ee250c145e4b9354fa9768b0b5809ca64a0e029f9aaebaeabbab088ce1f;2019-01-24;2019;1;24;1
025eaf3683332459af70190821ff7a9acafe049ef1fef461131bc9543d112b65;2018-04-08;2018;4;8;2
ab796505521411c7b2aa54010fa26557409e1cb9221956504ae915ca203548cc;2017-08-27;2017;8;27;3
2cdd4299ce4258a0bf23450260d796c5ff59d981b08248db8a10bf1b31b1269c;2018-01-21;2018;1;21;1
